,Breed,Gender,Neutered_or_spayed,Fur_colour_dominant,Fur_pattern,Eye_colour,Allowed_outdoor,Preferred_food,Country,Age_in_years,Body_length,Weight,Owner_play_time_minutes,Sleep_time_hours,Latitude,Longitude
439,My coon,female,True,black,solid,yellow,FALSE,dry,USA,5.25,51.0,7.89,29.0,13.0,38.89511,-77.03637
440,My coon,female,True,brown/chocolate,solid,yellow,FALSE,wet,Canada,5.25,53.0,3.76,18.0,13.0,45.508888,-73.561668
441,My coon,male,False,black,solid,yellow,FALSE,dry,Canada,5.25,79.0,11.6,11.0,13.0,49.246292,-123.116226
442,Maine coon,female,False,black,bicolor,yellow,FALSE,wet,Canada,5.33,64.0,6.67,24.0,13.0,51.049999,-114.066666
443,Maine coon,female,True,black,solid,yellow,TRUE,wet,Canada,5.33,53.0,7.1,18.0,16.0,51.049999,-114.066666
444,Maine coon,female,True,brown/chocolate,tabby,yellow,FALSE,wet,Canada,5.42,57.0,8.18,14.0,16.0,43.65107,-79.347015
445,Maine coon,male,False,red/cream,tabby,yellow,FALSE,wet,Canada,5.42,66.0,7.5,10.0,13.0,49.246292,-123.116226
446,Ragdoll,male,True,black,solid,yellow,FALSE,dry,Canada,5.42,51.0,9.2,18.0,13.0,43.65107,-79.347015
447,Ragdoll,male,True,seal,solid,blue,FALSE,wet,Canada,5.5,43.903435468895076,5.740900649953575,23.17652495378928,13.0,51.049999,-114.066666
448,Ragdoll,male,True,black,solid,yellow,FALSE,dry,Canada,5.5,57.0,10.0,34.0,13.0,43.65107,-79.347015
449,Ragdoll,male,False,red/cream,tabby,green,FALSE,wet,Canada,5.58,68.0,10.2,36.0,16.0,49.246292,-123.116226
450,Ragdoll,female,True,black,solid,green,FALSE,wet,Canada,5.58,73.0,7.6,27.0,13.0,49.246292,-123.116226
451,Maine coon,female,True,black,solid,yellow,FALSE,wet,Canada,5.58,73.0,6.15,35.0,13.0,51.049999,-114.066666
452,Maine coon,female,False,white,solid,blue,FALSE,wet,Canada,5.58,39.0,4.76,10.0,17.0,43.65107,-79.347015
453,My coon,female,False,black,tortie,yellow,FALSE,wet,Canada,5.58,70.0,4.6,18.0,13.0,45.508888,-73.561668
454,My coon,female,True,black,solid,yellow,FALSE,dry,Canada,5.67,71.0,5.2,18.0,13.0,51.049999,-114.066666
455,My coon,female,False,black,solid,green,FALSE,wet,Canada,5.67,56.0,5.8,31.0,13.0,45.508888,-73.561668
456,My coon,male,True,brown/chocolate,tabby,yellow,FALSE,dry,Canada,5.67,83.0,8.1,28.0,13.0,49.246292,-123.116226
457,My coon,male,False,red/cream,tabby,yellow,FALSE,dry,Canada,5.67,80.0,9.6,13.0,17.0,45.42153,-75.697193
458,Maine coon,female,True,brown/chocolate,tortie,green,FALSE,wet,Canada,5.75,43.0,7.65,36.0,16.0,43.65107,-79.347015
459,Maine coon,female,True,white,solid,blue,FALSE,wet,Canada,5.75,39.0,6.29,30.0,13.0,51.049999,-114.066666
460,Maine coon,male,True,black,solid,yellow,TRUE,dry,USA,5.75,51.0,8.9,14.0,13.0,41.881832,-87.623177
461,Maine coon,female,False,black,tortie,yellow,FALSE,dry,USA,5.75,68.0,5.58,15.0,16.0,39.29038,-76.61219
462,Maine coon,female,True,white,solid,yellow,TRUE,wet,USA,5.75,51.0,5.91,13.0,13.0,45.52345,-122.67621
463,Maine loon,male,True,black,solid,yellow,TRUE,wet,USA,5.83,51.0,7.9,21.0,13.0,40.71427,-74.00597
464,Maine coon,male,False,red/cream,tabby,yellow,FALSE,wet,USA,5.92,76.0,10.4,28.0,15.898305084745763,44.55089761612283,-59.517622809021105
465,Maine loon,female,True,black,solid,yellow,FALSE,wet,USA,-5.916666667,43.0,5.59,18.0,15.898305084745763,44.55089761612283,-59.517622809021105
466,Maine coon,male,True,red/cream,tabby,yellow,FALSE,dry,USA,-5.916666667,56.0,7.0,30.0,15.898305084745763,44.55089761612283,-59.517622809021105
467,Maine coon,female,True,black,solid,yellow,FALSE,wet,USA,-6.0,59.0,7.56,20.0,15.898305084745763,44.55089761612283,-59.517622809021105
468,Maine coon,male,False,black,solid,green,FALSE,wet,USA,-6.0,83.0,10.0,10.0,15.898305084745763,44.55089761612283,-59.517622809021105
469,Maine coon,male,False,brown/chocolate,tabby,green,FALSE,wet,USA,-6.083333333,72.0,9.3,35.0,15.898305084745763,44.55089761612283,-59.517622809021105
470,Maine coon,male,True,black,solid,yellow,TRUE,wet,USA,-6.166666667,58.0,9.1,20.0,15.898305084745763,44.55089761612283,-59.517622809021105
471,Maine coon,male,False,black,solid,yellow,FALSE,dry,USA,-6.166666667,55.0,5.0,31.0,15.898305084745763,44.55089761612283,-59.517622809021105
472,Maine coon,male,False,black,bicolor,yellow,FALSE,wet,USA,6.17,87.0,11.5,30.0,15.898305084745763,44.55089761612283,-59.517622809021105
473,Maine coon,male,True,brown/chocolate,solid,yellow,FALSE,dry,USA,6.17,45.0,3.65,22.0,15.898305084745763,44.55089761612283,-59.517622809021105
474,Maine coon,male,False,brown/chocolate,tabby,yellow,FALSE,dry,USA,6.25,87.0,8.3,36.0,15.898305084745763,44.55089761612283,-59.517622809021105
475,Maine coon,male,False,brown/chocolate,tabby,yellow,FALSE,dry,USA,6.25,54.0,4.13,36.0,13.0,40.71427,-74.00597
476,Maine coon,male,True,red/cream,tabby,yellow,FALSE,wet,USA,6.25,56.0,8.2,23.0,13.0,38.89511,-77.03637
477,Maine coon,male,True,red/cream,tabby,yellow,FALSE,wet,USA,6.25,60.0,9.9,10.0,17.0,47.60621,-122.33207
478,Maine coon,male,True,white,solid,blue,FALSE,wet,Germany,6.25,73.0,11.2,21.0,13.0,52.520008,13.404954
479,Maine coon,female,True,black,solid,yellow,TRUE,wet,USA,6.33,41.0,6.92,27.0,13.0,47.60621,-122.33207
480,Maine coon,female,True,brown/chocolate,tabby,yellow,FALSE,dry,USA,6.33,42.0,8.13,19.0,16.0,38.89511,-77.03637
481,My coon,female,True,brown/chocolate,tabby,green,FALSE,wet,USA,6.33,41.0,4.2,17.0,13.0,38.89511,-77.03637
482,Maine coon,female,False,black,solid,yellow,FALSE,dry,USA,6.33,62.0,8.31,9.0,13.0,40.71427,-74.00597
483,Maine coon,male,False,brown/chocolate,tabby,yellow,FALSE,wet,USA,6.42,70.0,8.1,27.0,13.0,39.29038,-76.61219
484,Maine coon,male,True,brown/chocolate,tabby,yellow,FALSE,wet,USA,6.42,66.0,11.3,33.0,13.0,39.29038,-76.61219
485,Maine coon,female,False,black,solid,yellow,FALSE,wet,USA,6.42,63.0,6.84,13.0,16.0,42.35843,-71.05977
486,Maine coon,male,False,brown/chocolate,tabby,yellow,FALSE,wet,USA,6.5,84.0,11.3,11.0,13.0,37.77493,-122.41942
487,Maine coon,male,True,black,solid,green,TRUE,dry,USA,6.67,59.0,8.4,27.0,17.0,40.71427,-74.00597
488,Maine coon,male,True,black,solid,yellow,FALSE,wet,USA,6.67,76.0,9.4,36.0,17.0,42.35843,-71.05977
489,Maine coon,male,False,red/cream,tabby,yellow,FALSE,dry,USA,6.67,84.0,10.2,33.0,17.0,40.71427,-74.00597
490,My coon,male,True,black,solid,yellow,FALSE,wet,USA,6.75,51.0,8.7,13.0,13.0,45.52345,-122.67621
491,Maine coon,male,True,brown/chocolate,tabby,yellow,FALSE,wet,USA,6.75,75.0,11.7,18.0,13.0,37.77493,-122.41942
492,Maine coon,male,True,white,solid,yellow,TRUE,wet,USA,6.75,56.0,9.7,18.0,17.0,41.881832,-87.623177
493,Maine coon,female,False,brown/chocolate,tabby,yellow,FALSE,dry,Germany,6.83,76.0,7.24,35.0,16.0,48.137154,11.576124
494,Maine coon,female,True,brown/chocolate,tortie,yellow,FALSE,wet,Germany,6.83,63.0,7.82,18.0,16.0,48.137154,11.576124
495,Maine coon,male,True,black,solid,yellow,FALSE,wet,Germany,6.83,78.0,8.7,9.0,13.0,48.137154,11.576124
496,Maine coon,male,True,brown/chocolate,tabby,green,TRUE,dry,Germany,6.83,78.0,7.5,9.0,16.0,52.520008,13.404954
497,Maine coon,female,False,black,solid,yellow,FALSE,dry,Germany,6.83,49.0,8.41,34.0,13.0,48.137154,11.576124
498,Maine coon,female,True,white,solid,yellow,FALSE,wet,Germany,6.83,37.0,6.98,34.0,13.0,51.227741,6.773456
499,Maine coon,male,True,red/cream,tabby,yellow,FALSE,wet,Germany,6.92,48.0,6.2,23.0,17.0,51.227741,6.773456
500,Maine coon,male,True,black,solid,yellow,FALSE,wet,Germany,6.92,59.0,9.8,36.0,17.0,51.227741,6.773456
501,Maine coon,male,False,black,solid,yellow,FALSE,wet,Germany,6.92,75.0,9.3,25.0,16.0,52.520008,13.404954
502,Maine coon,male,False,red/cream,tabby,yellow,FALSE,wet,Germany,6.92,78.0,8.8,29.0,13.0,50.110924,8.682127
503,Maine coon,male,True,black,solid,yellow,TRUE,wet,Germany,7.0,42.0,3.99,21.0,13.0,50.110924,8.682127
504,Maine coon,male,False,black,solid,yellow,FALSE,wet,USA,7.0,88.0,10.1,40.0,16.0,37.77493,-122.41942
505,Maine loon,male,True,red/cream,tabby,yellow,FALSE,wet,Germany,7.0,78.0,11.0,29.0,13.0,50.110924,8.682127
506,Maine coon,male,True,black,solid,yellow,FALSE,dry,USA,7.0,41.0,8.23,25.0,13.0,40.71427,-74.00597
507,Maine coon,male,False,black,tortie,yellow,FALSE,wet,USA,7.0,52.0,7.96,30.0,13.0,39.29038,-76.61219
508,Maine coon,male,True,brown/chocolate,solid,yellow,FALSE,wet,USA,7.08,65.0,6.7,26.0,17.0,40.71427,-74.00597
509,Maine coon,female,True,black,solid,yellow,TRUE,wet,USA,7.08,80.0,5.62,11.0,19.0,45.52345,-122.67621
510,My coon,male,True,red/cream,tabby,yellow,FALSE,wet,USA,7.17,78.0,11.0,39.0,16.0,39.29038,-76.61219
511,Maine coon,male,True,brown/chocolate,tabby,yellow,FALSE,wet,USA,7.17,65.0,8.7,11.0,19.0,42.35843,-71.05977
512,Maine coon,male,True,black,solid,yellow,TRUE,wet,USA,7.17,62.0,7.0,9.0,17.0,42.35843,-71.05977
513,Maine coon,male,True,black,solid,yellow,FALSE,dry,USA,7.17,73.0,8.0,9.0,17.0,37.77493,-122.41942
514,Maine coon,female,True,black,solid,yellow,FALSE,dry,USA,7.17,48.0,7.3,37.0,19.0,37.77493,-122.41942
515,My coon,female,False,black,solid,yellow,FALSE,wet,USA,7.17,49.0,7.0,27.0,19.0,42.35843,-71.05977
516,My coon,female,True,red/cream,solid,yellow,FALSE,dry,USA,7.25,49.0,6.43,37.0,17.0,42.35843,-71.05977
517,Maine coon,female,True,black,solid,green,TRUE,wet,USA,7.25,72.0,5.28,23.0,19.0,38.89511,-77.03637
518,Maine coon,female,False,brown/chocolate,tabby,yellow,FALSE,wet,USA,7.25,73.0,8.14,17.0,21.0,42.35843,-71.05977
519,Maine coon,male,True,red/cream,tabby,yellow,FALSE,wet,USA,7.25,69.0,10.4,37.0,19.0,40.71427,-74.00597
520,Maine coon,male,True,brown/chocolate,tabby,yellow,FALSE,dry,USA,7.25,67.0,8.5,20.0,17.0,42.35843,-71.05977
521,Maine coon,male,True,brown/chocolate,tabby,yellow,TRUE,wet,USA,7.42,77.0,11.3,12.0,17.0,42.35843,-71.05977
522,Maine coon,male,True,black,solid,yellow,FALSE,wet,USA,7.42,52.0,9.0,9.0,16.0,42.35843,-71.05977
523,Maine coon,male,True,brown/chocolate,solid,yellow,FALSE,dry,USA,7.42,89.0,10.5,10.0,19.0,42.35843,-71.05977
524,Maine coon,male,False,black,solid,green,FALSE,wet,USA,7.5,79.0,8.1,21.0,13.0,40.71427,-74.00597
525,Maine loon,female,False,brown/chocolate,tabby,yellow,FALSE,wet,USA,7.5,65.0,7.86,34.0,19.0,38.89511,-77.03637
526,Maine coon,female,True,black,solid,yellow,FALSE,wet,USA,7.5,51.0,7.86,36.0,21.0,37.77493,-122.41942
527,Maine coon,male,True,black,solid,yellow,TRUE,wet,USA,7.5,48.0,8.2,27.0,16.0,40.71427,-74.00597
528,Maine coon,male,False,black,solid,yellow,FALSE,dry,USA,7.58,85.0,7.9,35.0,16.0,47.60621,-122.33207
529,Maine coon,male,False,black,solid,yellow,FALSE,dry,USA,7.58,85.0,7.4,37.0,17.0,39.29038,-76.61219
530,Maine coon,female,False,black,bicolor,green,FALSE,wet,USA,7.67,34.0,3.61,32.0,13.0,38.89511,-77.03637
531,Maine coon,male,False,black,solid,green,FALSE,wet,USA,7.67,79.0,11.3,19.0,16.0,42.35843,-71.05977
532,My coon,male,True,black,solid,yellow,FALSE,wet,USA,7.67,102.0,10.1,16.0,13.0,47.60621,-122.33207
533,Maine coon,female,False,brown/chocolate,tabby,green,FALSE,dry,USA,7.83,77.0,5.84,23.0,18.0,42.35843,-71.05977
534,Maine coon,male,True,black,solid,yellow,FALSE,wet,USA,7.83,56.0,11.1,12.0,16.0,37.77493,-122.41942
535,Maine coon,male,False,black,solid,yellow,FALSE,wet,USA,7.92,75.0,9.5,35.0,19.0,40.71427,-74.00597
536,Maine coon,male,True,red/cream,tabby,yellow,FALSE,wet,USA,7.92,81.0,7.3,17.0,20.0,39.29038,-76.61219
537,Maine coon,male,False,brown/chocolate,tabby,yellow,FALSE,wet,USA,7.92,81.0,7.6,11.0,13.0,41.881832,-87.623177
538,Maine coon,male,True,black,solid,yellow,TRUE,dry,USA,8.0,97.0,10.9,11.0,20.0,45.52345,-122.67621
539,Maine coon,female,True,black,solid,yellow,FALSE,wet,USA,8.17,40.0,5.45,29.0,17.0,39.29038,-76.61219
540,Maine coon,female,False,black,tortie,yellow,FALSE,wet,USA,4.0,74.0,5.3,11.0,13.0,39.29038,-76.61219
541,Maine loon,male,True,black,solid,yellow,FALSE,wet,USA,8.25,79.0,10.4,29.0,20.0,40.71427,-74.00597
542,Maine coon,female,False,black,solid,yellow,FALSE,wet,USA,8.33,62.0,5.49,10.0,18.0,37.77493,-122.41942
543,Maine coon,female,True,white,solid,blue,FALSE,wet,USA,7.67,39.0,7.98,37.0,21.0,45.52345,-122.67621
544,Maine coon,female,False,brown/chocolate,tabby,yellow,FALSE,wet,USA,8.33,57.0,8.3,11.0,18.0,47.60621,-122.33207
545,Maine coon,female,True,red/cream,bicolor,yellow,FALSE,wet,USA,8.42,65.0,7.79,15.0,19.0,37.77493,-122.41942
546,Maine coon,female,False,black,solid,yellow,FALSE,wet,USA,7.58,80.0,7.9,38.0,18.0,42.35843,-71.05977
547,Maine coon,male,True,black,solid,green,FALSE,dry,USA,8.5,67.0,10.9,20.0,20.0,42.35843,-71.05977
548,Maine coon,female,True,black,solid,yellow,TRUE,wet,USA,6.17,56.0,3.9,27.0,13.0,42.35843,-71.05977
549,Maine coon,female,True,black,solid,green,FALSE,wet,USA,8.58,71.0,7.05,29.0,18.0,47.60621,-122.33207
550,Maine coon,male,False,red/cream,tabby,green,FALSE,wet,USA,8.58,85.0,9.2,31.0,20.0,40.71427,-74.00597
551,Maine coon,male,False,red/cream,bicolor,yellow,FALSE,wet,USA,8.58,86.0,10.0,35.0,19.0,40.71427,-74.00597
552,Maine coon,female,True,red/cream,solid,yellow,FALSE,dry,USA,6.42,38.0,7.82,17.0,16.0,42.35843,-71.05977
553,Maine coon,male,True,black,solid,yellow,FALSE,dry,USA,7.83,68.0,11.6,26.0,21.0,42.35843,-71.05977
554,Maine coon,female,True,brown/chocolate,bicolor,yellow,FALSE,wet,USA,5.42,48.0,4.15,36.0,13.0,37.77493,-122.41942
555,Maine coon,female,False,black,solid,yellow,FALSE,dry,USA,8.67,54.0,7.99,27.0,21.0,37.77493,-122.41942
556,Maine coon,female,True,black,solid,yellow,FALSE,wet,USA,5.58,65.0,5.16,13.0,13.0,45.52345,-122.67621
557,Maine coon,female,False,black,solid,green,FALSE,wet,USA,6.42,66.0,5.0,10.0,13.0,38.89511,-77.03637
558,Maine coon,female,False,black,solid,yellow,FALSE,wet,USA,8.75,55.0,7.35,13.0,17.0,39.29038,-76.61219
559,Maine coon,female,True,black,solid,yellow,TRUE,dry,USA,5.0,64.0,5.23,37.0,13.0,38.89511,-77.03637
560,Maine loon,female,True,black,solid,yellow,FALSE,dry,USA,7.42,42.0,7.27,12.0,17.0,42.35843,-71.05977
561,Maine coon,female,True,black,solid,yellow,FALSE,wet,USA,8.92,59.0,7.75,18.0,20.0,40.71427,-74.00597
562,Maine coon,female,False,black,solid,yellow,FALSE,dry,USA,8.92,75.0,6.0,27.0,16.0,42.35843,-71.05977
563,Maine coon,female,True,brown/chocolate,tortie,yellow,FALSE,wet,USA,4.83,42.0,5.12,36.0,13.0,38.89511,-77.03637
564,Maine coon,female,False,black,solid,green,FALSE,wet,USA,7.33,79.0,8.5,12.0,17.0,40.71427,-74.00597
565,Maine coon,female,True,brown/chocolate,tabby,yellow,FALSE,wet,USA,8.92,36.0,5.77,5.0,16.0,40.71427,-74.00597
566,Maine coon,female,True,black,solid,yellow,TRUE,wet,USA,8.92,46.0,8.07,16.0,20.0,41.881832,-87.623177
567,Ragdoll,female,True,white,solid,yellow,FALSE,wet,USA,8.92,36.0,6.95,26.0,19.0,40.71427,-74.00597
568,Ragdoll,male,False,brown/chocolate,tabby,yellow,FALSE,wet,USA,7.58,65.0,9.7,39.0,20.0,40.71427,-74.00597
569,Ragdoll,female,True,brown/chocolate,tabby,yellow,FALSE,dry,USA,9.0,64.0,6.93,34.0,20.0,40.71427,-74.00597
570,Ragdoll,male,True,black,solid,yellow,FALSE,wet,USA,9.0,83.0,11.3,15.0,21.0,42.35843,-71.05977
571,Ragdoll,male,True,red/cream,solid,yellow,FALSE,wet,USA,9.0,83.0,11.6,37.0,20.0,47.60621,-122.33207
572,Ragdoll,male,True,red/cream,solid,yellow,TRUE,dry,USA,9.0,75.0,9.7,12.0,19.0,40.71427,-74.00597
573,Maine coon,male,False,black,solid,yellow,FALSE,wet,USA,9.08,60.0,8.3,13.0,20.0,40.71427,-74.00597
574,Maine coon,male,False,black,solid,yellow,FALSE,dry,USA,9.08,61.0,7.9,18.0,19.0,39.29038,-76.61219
575,Maine coon,male,True,black,solid,yellow,FALSE,wet,USA,9.17,88.0,10.5,10.0,19.0,40.71427,-74.00597
576,Maine coon,female,False,black,solid,yellow,FALSE,wet,USA,8.5,70.0,6.01,37.0,21.0,38.89511,-77.03637
577,Maine loon,male,True,red/cream,solid,yellow,FALSE,wet,USA,9.25,66.0,11.3,12.0,19.0,42.35843,-71.05977
578,Maine coon,male,True,black,solid,yellow,FALSE,wet,USA,9.25,69.0,9.5,25.0,19.0,40.71427,-74.00597
579,Maine coon,male,True,black,solid,yellow,FALSE,wet,USA,8.17,52.0,8.7,23.0,20.0,42.35843,-71.05977
580,Maine coon,male,True,black,solid,yellow,FALSE,wet,USA,9.33,65.0,6.2,21.0,21.0,38.89511,-77.03637
581,Maine coon,female,True,black,solid,yellow,FALSE,wet,USA,9.33,64.0,5.18,45.0,18.0,39.29038,-76.61219
582,Maine coon,female,True,brown/chocolate,tabby,yellow,TRUE,wet,USA,9.42,49.0,6.45,23.0,16.0,47.60621,-122.33207
583,Maine coon,female,False,black,solid,yellow,FALSE,wet,USA,4.92,78.0,5.1,21.0,13.0,40.71427,-74.00597
584,maine coon,male,False,black,bicolor,yellow,FALSE,wet,USA,9.42,69.0,8.7,31.0,19.0,38.89511,-77.03637
585,Maine coon,male,False,black,solid,yellow,FALSE,dry,USA,8.17,67.0,7.0,22.0,20.0,44.55089761612283,-59.517622809021105
586,Maine coon,female,False,black,tortie,yellow,FALSE,wet,USA,6.5,51.0,5.3,11.0,13.0,44.55089761612283,-59.517622809021105
587,Maine coon,male,True,black,solid,yellow,FALSE,dry,USA,9.5,87.0,7.3,16.0,20.0,44.55089761612283,-59.517622809021105
588,Maine coon,female,True,black,solid,yellow,FALSE,wet,USA,9.5,46.0,8.34,24.0,17.0,44.55089761612283,-59.517622809021105
589,Maine coon,female,True,brown/chocolate,tabby,yellow,FALSE,wet,USA,9.58,76.0,7.11,15.0,20.0,44.55089761612283,-59.517622809021105
590,maine coon,male,True,red/cream,tabby,yellow,FALSE,dry,USA,7.67,55.0,8.4,18.0,21.0,44.55089761612283,-59.517622809021105
591,Maine coon,female,False,black,solid,yellow,FALSE,wet,USA,4.92,48.0,4.86,16.0,16.0,44.55089761612283,-59.517622809021105
592,Maine coon,male,True,black,bicolor,yellow,FALSE,dry,USA,9.58,78.0,12.1,10.0,19.0,44.55089761612283,-59.517622809021105
593,Maine coon,female,False,brown/chocolate,tabby,yellow,FALSE,dry,USA,9.67,65.0,6.61,23.0,21.0,44.55089761612283,-59.517622809021105
594,Maine coon,male,True,black,solid,yellow,FALSE,wet,USA,7.58,59.0,8.1,38.0,18.0,44.55089761612283,-59.517622809021105
595,Maine coon,female,False,black,solid,yellow,FALSE,dry,USA,9.67,54.0,8.13,11.0,21.0,44.55089761612283,-59.517622809021105
596,Maine coon,male,True,brown/chocolate,tabby,yellow,TRUE,dry,USA,9.75,74.0,7.4,16.0,18.0,44.55089761612283,-59.517622809021105
597,maine coon,male,True,black,solid,yellow,FALSE,dry,USA,7.0,63.0,8.9,17.0,16.0,44.55089761612283,-59.517622809021105
598,Maine coon,female,False,white,solid,blue,FALSE,dry,USA,4.08,37.0,3.51,17.0,16.0,44.55089761612283,-59.517622809021105
599,Maine coon,male,True,black,solid,yellow,FALSE,wet,USA,6.5,70.0,10.9,19.0,13.0,44.55089761612283,-59.517622809021105
600,Maine coon,female,False,black,tortie,yellow,FALSE,dry,USA,9.83,76.0,8.58,28.0,19.0,44.55089761612283,-59.517622809021105
601,Maine coon,female,False,brown/chocolate,tabby,green,FALSE,wet,USA,9.83,72.0,7.57,17.0,19.0,44.55089761612283,-59.517622809021105
602,Maine coon,male,True,red/cream,tabby,yellow,FALSE,wet,USA,7.17,48.0,7.8,27.0,17.0,44.55089761612283,-59.517622809021105
603,maine coon,female,True,black,solid,yellow,FALSE,dry,USA,10.25,60.0,8.22,9.0,21.0,44.55089761612283,-59.517622809021105
604,Maine coon,female,True,black,solid,yellow,FALSE,wet,USA,6.33,65.0,5.4,25.0,13.0,44.55089761612283,-59.517622809021105
605,Maine coon,female,False,black,tortie,yellow,FALSE,dry,USA,10.0,53.0,6.5,14.0,17.0,44.55089761612283,-59.517622809021105
606,ragdoll,female,True,red/cream,bicolor,blue,FALSE,wet,USA,0.25,21.0,3.1,60.0,10.0,44.55089761612283,-59.517622809021105
607,Ragdoll,male,False,red/cream,colorpoint,blue,FALSE,dry,USA,0.33,21.0,3.0,21.0,16.0,44.55089761612283,-59.517622809021105
608,Ragdoll,female,False,seal,tortie,green,FALSE,wet,USA,0.33,21.0,3.0,31.0,16.0,44.55089761612283,-59.517622809021105
609,ragdoll,male,False,seal,colorpoint,blue,FALSE,wet,USA,0.33,21.0,3.0,16.0,17.0,44.55089761612283,-59.517622809021105
610,ragdoll,female,False,red/cream,bicolor,blue,FALSE,dry,USA,0.33,21.0,3.3,14.0,16.0,44.55089761612283,-59.517622809021105
611,Ragdoll,female,True,seal,colorpoint,green,FALSE,dry,USA,0.33,22.0,3.2,16.0,20.0,44.55089761612283,-59.517622809021105
612,Ragdoll,female,False,seal,colorpoint,blue,FALSE,wet,USA,0.33,22.0,3.2,46.0,15.0,44.55089761612283,-59.517622809021105
613,Ragdoll,male,False,seal,colorpoint,blue,FALSE,wet,USA,0.33,22.0,3.2,48.0,21.0,44.55089761612283,-59.517622809021105
614,Ragdoll,female,False,seal,bicolor,green,FALSE,wet,USA,0.42,22.0,3.2,27.0,13.0,44.55089761612283,-59.517622809021105
615,Ragdoll,male,False,red/cream,bicolor,blue,FALSE,wet,UK,0.42,22.0,3.2,29.0,13.0,53.408371,-2.991573
616,Ragdoll,male,False,red/cream,colorpoint,blue,FALSE,wet,UK,0.42,23.0,3.5,49.0,11.0,53.480759,-2.242631
617,Ragdoll,male,False,red/cream,bicolor,blue,FALSE,wet,UK,6.5,26.0,4.2,42.0,13.0,51.507351,-0.127758
618,Ragdoll,female,False,red/cream,bicolor,blue,FALSE,wet,UK,0.42,26.0,3.7,28.0,12.0,53.800755,-1.549077
619,Ragdoll,female,False,seal,colorpoint,blue,FALSE,wet,UK,6.67,26.0,4.0,27.0,16.0,53.408371,-2.991573
620,Ragdoll,male,False,seal,colorpoint,blue,FALSE,wet,UK,3.25,25.0,4.3,18.0,13.0,53.800755,-1.549077
621,Ragdoll,female,True,seal,colorpoint,green,FALSE,wet,USA,0.42,21.0,3.9,23.17652495378928,15.898305084745763,51.507351,-0.127758
622,Ragdoll,female,False,seal,colorpoint,green,FALSE,wet,USA,4.0,27.0,4.4,23.17652495378928,15.898305084745763,53.408371,-2.991573
623,Ragdoll,female,False,seal,colorpoint,blue,FALSE,wet,UK,0.5,25.0,3.8,18.0,15.0,51.507351,-0.127758
624,Ragdoll,male,False,seal,colorpoint,blue,FALSE,wet,UK,3.42,30.0,4.8,31.0,13.0,52.486244,-1.890401
625,Ragdoll,male,False,red/cream,bicolor,blue,FALSE,wet,UK,3.0,26.0,4.9,20.0,16.0,52.486244,-1.890401
626,Ragdoll,male,False,red/cream,colorpoint,green,FALSE,wet,UK,1.08,29.0,4.0,46.0,16.0,53.408371,-2.991573
627,Ragdoll,female,False,seal,tortie,blue,FALSE,wet,UK,6.5,26.0,4.1,22.0,13.0,51.507351,-0.127758
628,Ragdoll,male,False,seal,colorpoint,blue,FALSE,wet,USA,2.92,29.0,5.0,21.0,16.0,40.71427,-74.00597
629,Ragdoll,male,False,red/cream,colorpoint,blue,FALSE,wet,USA,1.5,30.0,5.3,11.0,17.0,38.89511,-77.03637
630,Ragdoll,male,False,red/cream,bicolor,amber,FALSE,wet,Germany,0.5,30.0,4.2,43.0,11.0,48.137154,11.576124
631,Ragdoll,female,False,lilac,bicolor,green,FALSE,wet,Germany,6.92,22.0,4.0,34.0,13.0,52.520008,13.404954
632,Ragdoll,female,False,brown/chocolate,colorpoint,green,FALSE,wet,Germany,0.58,20.0,4.3,28.0,14.0,52.520008,13.404954
633,ragdoll,female,False,seal,colorpoint,blue,FALSE,wet,Germany,3.42,22.0,4.4,14.0,16.0,52.520008,13.404954
634,ragdoll,female,True,seal,colorpoint,blue,FALSE,wet,Germany,0.58,21.0,3.9,21.0,12.0,50.110924,8.682127
635,Ragdoll,female,False,brown/chocolate,colorpoint,blue,FALSE,wet,Germany,0.58,24.0,3.7,17.0,13.0,50.110924,8.682127
636,Ragdoll,male,False,seal,bicolor,blue,FALSE,wet,Germany,4.67,26.0,4.5,37.0,13.0,50.110924,8.682127
637,Ragdoll,female,False,seal,colorpoint,blue,FALSE,dry,Germany,1.33,28.0,4.4,36.0,19.0,48.137154,11.576124
638,Ragdoll,female,True,seal,colorpoint,green,FALSE,wet,Germany,0.67,23.0,3.8,26.0,21.0,51.227741,6.773456
639,Ragdoll,female,True,seal,colorpoint,green,FALSE,wet,Germany,0.67,22.0,3.8,38.0,17.0,48.137154,11.576124
640,rack doll,female,True,brown/chocolate,colorpoint,blue,FALSE,wet,Germany,0.67,21.0,3.7,47.0,16.0,48.137154,11.576124
641,Ragdoll,male,True,red/cream,bicolor,blue,FALSE,wet,Germany,0.67,31.0,4.3,56.0,20.0,50.110924,8.682127
642,Ragdoll,female,True,seal,colorpoint,blue,FALSE,wet,Germany,0.75,25.0,3.8,32.0,19.0,51.227741,6.773456
643,Ragdoll,male,True,brown/chocolate,colorpoint,blue,FALSE,wet,Germany,3.08,25.0,4.5,19.0,16.0,52.520008,13.404954
644,Ragdoll,female,True,seal,bicolor,green,FALSE,dry,Germany,1.67,22.0,4.3,45.0,19.0,48.137154,11.576124
645,rack doll,female,True,seal,colorpoint,blue,FALSE,dry,Germany,0.83,26.0,3.5,53.0,20.0,50.110924,8.682127
